date,ticker,mean_sentiment,sentiment_std,news_volume,Close,volatility,mean_sentiment_lag_1,sentiment_std_lag_1,news_volume_lag_1,mean_sentiment_lag_2,sentiment_std_lag_2,news_volume_lag_2,mean_sentiment_lag_3,sentiment_std_lag_3,news_volume_lag_3
2022-01-25,MSFT,0.0,0.0,1,279.66046142578125,0.01621113083705086,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-26,AAPL,0.0,0.0,1,156.56053161621094,0.007210197089435879,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-26,GOOGL,0.0,0.0,1,128.4625701904297,0.017064234641247046,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-26,MSFT,0.0,0.0,1,287.62884521484375,0.01925451282656006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-27,AAPL,0.0,0.0,1,156.09976196289062,0.006965694470602988,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-27,GOOGL,0.0,0.0,1,128.2359161376953,0.01605855483707233,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-27,MSFT,0.0,0.0,1,290.6630554199219,0.018258106545370842,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-28,AAPL,0.0,0.0,1,166.99200439453125,0.02943269592954745,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-28,GOOGL,0.0,0.0,1,132.55601501464844,0.02237676318686737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-28,MSFT,0.0,0.0,1,298.825439453125,0.021407862840176355,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-31,AAPL,0.0,0.0,1,171.35484313964844,0.029728628862801625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-31,GOOGL,0.0,0.0,1,134.4968719482422,0.022436731066533707,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-01-31,MSFT,0.0,0.0,1,301.4620361328125,0.021182820839623123,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-01,AAPL,0.0,0.0,1,171.1881561279297,0.028598765659285482,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-01,GOOGL,0.0,0.0,1,136.82342529296875,0.020085531545954646,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-01,MSFT,0.0,0.0,1,299.3100891113281,0.01949399701564327,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-02,AAPL,0.0,0.0,1,172.39404296875,0.027860497750824772,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-02,GOOGL,0.0,0.0,1,147.11770629882812,0.03211452231041122,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-02,MSFT,0.0,0.0,1,303.8661804199219,0.019612091235413402,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-03,AAPL,0.0,0.0,1,169.5116729736328,0.028681738225695155,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-03,GOOGL,0.0,0.0,1,142.2369384765625,0.03302302943313974,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-03,MSFT,0.0,0.0,1,292.0298767089844,0.023449366045046223,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-04,AAPL,0.0,0.0,1,169.22698974609375,0.028764131931737037,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-04,GOOGL,0.0,0.0,1,142.43873596191406,0.033587914885076724,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-04,MSFT,0.0,0.0,1,296.5763854980469,0.02187983309213191,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-07,AAPL,0.0,0.0,1,168.5103759765625,0.028876283632226607,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-07,GOOGL,0.0,0.0,1,138.3711395263672,0.03719417978352728,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-07,MSFT,0.0,0.0,1,291.7391357421875,0.022988399517827267,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-08,AAPL,0.0,0.0,1,171.62222290039062,0.014504105740542386,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-08,GOOGL,0.0,0.0,1,138.56796264648438,0.03596622147690547,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-08,MSFT,0.0,0.0,1,295.2386169433594,0.020467274908980846,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-09,AAPL,0.0,0.0,1,173.04562377929688,0.011149130670220185,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-09,GOOGL,0.0,0.0,1,140.7478790283203,0.036007669677973045,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-09,MSFT,0.0,0.0,1,301.68505859375,0.022091834443978203,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-10,AAPL,0.0,0.0,1,168.96192932128906,0.014688863279599017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-10,GOOGL,0.0,0.0,1,137.79359436035156,0.037084102860799044,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-10,MSFT,0.0,0.0,1,293.12530517578125,0.024601569501879184,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-11,AAPL,0.0,0.0,1,165.54580688476562,0.015549666511659704,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-11,GOOGL,0.0,0.0,1,133.48194885253906,0.019519525134750113,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-11,MSFT,0.0,0.0,1,286.0100402832031,0.024329368729815334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-14,AAPL,0.0,0.0,1,165.78135681152344,0.01489936697412044,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-14,GOOGL,0.0,0.0,1,134.71804809570312,0.0190223699719006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-14,MSFT,0.0,0.0,1,285.97113037109375,0.02028097263305654,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-15,AAPL,0.0,0.0,1,169.6196746826172,0.01793493572225576,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-15,GOOGL,0.0,0.0,1,135.79408264160156,0.019690091566434347,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-15,MSFT,0.0,0.0,1,291.2738037109375,0.020755831755307742,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-16,AAPL,0.0,0.0,1,169.38406372070312,0.01784256043144772,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-16,GOOGL,0.0,0.0,1,136.91688537597656,0.017672555105830875,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-16,MSFT,0.0,0.0,1,290.9338073730469,0.019831576383543353,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-17,AAPL,0.0,0.0,1,165.78135681152344,0.017633007627139312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-17,GOOGL,0.0,0.0,1,131.7488555908203,0.022248306249104535,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-17,MSFT,0.0,0.0,1,282.41461181640625,0.02164602414467545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-18,AAPL,0.0,0.0,1,164.23040771484375,0.016684879826404327,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-18,GOOGL,0.0,0.0,1,129.62557983398438,0.019972532816001445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-18,MSFT,0.0,0.0,1,279.6947021484375,0.017797882635518587,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-22,AAPL,0.0,0.0,1,161.30508422851562,0.015867354666944007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-22,GOOGL,0.0,0.0,1,129.0395965576172,0.019638023423130962,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-22,MSFT,0.0,0.0,1,279.4907531738281,0.016196295415784736,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-23,AAPL,0.0,0.0,1,157.133056640625,0.016797395873762413,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-23,GOOGL,0.0,0.0,1,126.8273696899414,0.017604201012115114,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-23,MSFT,0.0,0.0,1,272.2538146972656,0.016498449071022853,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-24,AAPL,0.0,0.0,1,159.75404357910156,0.018967861870441662,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-24,GOOGL,0.0,0.0,1,131.89993286132812,0.024757388704901895,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-24,MSFT,0.0,0.0,1,286.1642150878906,0.027615544003033638,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-25,AAPL,0.0,0.0,1,161.82537841796875,0.016691021997032394,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-25,GOOGL,0.0,0.0,1,133.65789794921875,0.025221504162681017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-25,MSFT,0.0,0.0,1,288.8064270019531,0.026809673348376233,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-28,AAPL,0.0,0.0,1,162.09039306640625,0.016885907568778852,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-28,GOOGL,0.0,0.0,1,134.25184631347656,0.025002700356751593,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-02-28,MSFT,0.0,0.0,1,290.2441101074219,0.02690034084861654,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-01,AAPL,0.0,0.0,1,160.20562744140625,0.015805293509199715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-01,GOOGL,0.0,0.0,1,133.2622833251953,0.020011303882308824,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-01,MSFT,0.0,0.0,1,286.513916015625,0.024535725150915948,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-02,AAPL,0.0,0.0,1,163.50396728515625,0.0182238361313676,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-02,GOOGL,0.0,0.0,1,133.76927185058594,0.01838914260471488,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-02,MSFT,0.0,0.0,1,291.60406494140625,0.02449779396263028,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-03,AAPL,0.0,0.0,1,163.17999267578125,0.01662839519766921,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-03,GOOGL,0.0,0.0,1,133.10125732421875,0.018429290700733538,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-03,MSFT,0.0,0.0,1,287.4562072753906,0.025640880132394857,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-04,AAPL,0.0,0.0,1,160.17616271972656,0.014688813569597748,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-04,GOOGL,0.0,0.0,1,131.12010192871094,0.018000221949708274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-04,MSFT,0.0,0.0,1,281.5694885253906,0.02464036372202071,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-07,AAPL,0.0,0.0,1,156.37718200683594,0.016201272617164475,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-07,GOOGL,0.0,0.0,1,125.62507629394531,0.018007213659487164,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-07,MSFT,0.0,0.0,1,270.9327087402344,0.019291377271196064,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-08,AAPL,0.0,0.0,1,154.55130004882812,0.01478583743155433,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-08,GOOGL,0.0,0.0,1,126.34675598144531,0.01678102153566492,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-08,MSFT,0.0,0.0,1,267.960205078125,0.01780328921414124,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-09,AAPL,0.0,0.0,1,159.960205078125,0.02162391449821064,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-09,GOOGL,0.0,0.0,1,132.62460327148438,0.027566237023455727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-09,MSFT,0.0,0.0,1,280.2484436035156,0.027689934753525564,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-10,AAPL,0.0,0.0,1,155.6115264892578,0.023531142652431992,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-10,GOOGL,0.0,0.0,1,131.6400146484375,0.02756814952372549,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-10,MSFT,0.0,0.0,1,277.4216613769531,0.027573207125054656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-11,AAPL,0.0,0.0,1,151.89102172851562,0.02175261275564266,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-11,GOOGL,0.0,0.0,1,129.09628295898438,0.0282152901089033,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-11,MSFT,0.0,0.0,1,272.05950927734375,0.026159937995795978,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-14,AAPL,0.0,0.0,1,147.8564453125,0.02217184782430996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-14,GOOGL,0.0,0.0,1,125.20012664794922,0.029815256069214716,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-14,MSFT,0.0,0.0,1,268.5333251953125,0.026126837112704242,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-15,AAPL,0.0,0.0,1,152.24441528320312,0.02734460235907854,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-15,GOOGL,0.0,0.0,1,128.4277801513672,0.032191463251459995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-15,MSFT,0.0,0.0,1,278.93701171875,0.03106092345928172,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-16,AAPL,0.0,0.0,1,156.66183471679688,0.029147162039155662,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-16,GOOGL,0.0,0.0,1,132.48593139648438,0.02903488428638145,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-16,MSFT,0.0,0.0,1,285.9700012207031,0.027531505274430518,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-17,AAPL,0.0,0.0,1,157.6729278564453,0.028673853090171442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-17,GOOGL,0.0,0.0,1,133.04112243652344,0.029060785778190594,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-17,MSFT,0.0,0.0,1,286.77618408203125,0.026412822803154472,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-18,AAPL,0.0,0.0,1,160.97128295898438,0.026482874180914176,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-18,GOOGL,0.0,0.0,1,135.31396484375,0.02325376578389188,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-18,MSFT,0.0,0.0,1,291.837158203125,0.021782515134614433,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-21,AAPL,0.0,0.0,1,162.34561157226562,0.02335856875582414,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-21,GOOGL,0.0,0.0,1,135.29010009765625,0.022865008988954785,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-21,MSFT,0.0,0.0,1,290.603515625,0.021164819195711622,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-22,AAPL,0.0,0.0,1,165.7225341796875,0.019516900366652053,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-22,GOOGL,0.0,0.0,1,139.03414916992188,0.02169767885295547,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-22,MSFT,0.0,0.0,1,295.36334228515625,0.017848826343791202,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-23,AAPL,0.0,0.0,1,167.0869903564453,0.009928867780344564,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-23,GOOGL,0.0,0.0,1,137.45115661621094,0.016253747604958707,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-23,MSFT,0.0,0.0,1,290.9241027832031,0.018340286140357275,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-24,AAPL,0.0,0.0,1,170.87615966796875,0.008806202612221566,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-24,GOOGL,0.0,0.0,1,140.72801208496094,0.016025170951914247,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-24,MSFT,0.0,0.0,1,295.4022216796875,0.014261104681923192,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-25,AAPL,0.0,0.0,1,171.5142364501953,0.008047193470654366,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-25,GOOGL,0.0,0.0,1,140.82839965820312,0.014292903776294833,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-25,MSFT,0.0,0.0,1,294.9941711425781,0.012433952074654833,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-28,AAPL,0.0,0.0,1,172.37808227539062,0.008255978984681655,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-28,GOOGL,0.0,0.0,1,140.6122283935547,0.01476008689113,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-28,MSFT,0.0,0.0,1,301.81353759765625,0.014212342758506353,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-29,AAPL,0.0,0.0,1,175.6764678955078,0.007988479575560828,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-29,GOOGL,0.0,0.0,1,141.6559295654297,0.014214063783207522,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-29,MSFT,0.0,0.0,1,306.3887634277344,0.01394223389431758,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-30,AAPL,0.0,0.0,1,174.50828552246094,0.010830474463520817,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-30,GOOGL,0.0,0.0,1,141.09231567382812,0.014586219892479544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-30,MSFT,0.0,0.0,1,304.883056640625,0.014037041977549548,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-31,AAPL,0.0,0.0,1,171.40626525878906,0.014016345056772538,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-31,GOOGL,0.0,0.0,1,138.2384490966797,0.014006635390445584,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-03-31,MSFT,0.0,0.0,1,299.4917297363281,0.015995189830863767,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-01,AAPL,0.0,0.0,1,171.11170959472656,0.014127696896366554,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-01,GOOGL,0.0,0.0,1,139.31497192382812,0.01344014236030147,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-01,MSFT,0.0,0.0,1,300.570068359375,0.0141098549318444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-04,AAPL,0.0,0.0,1,175.16595458984375,0.014360895741219064,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-04,GOOGL,0.0,0.0,1,142.11915588378906,0.01247348244839113,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-04,MSFT,0.0,0.0,1,305.9613342285156,0.014457973079603902,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-05,AAPL,0.0,0.0,1,171.84799194335938,0.01670191077893961,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-05,GOOGL,0.0,0.0,1,139.7528533935547,0.014249721430384908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-05,MSFT,0.0,0.0,1,301.98828125,0.015918981234574647,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-06,AAPL,0.0,0.0,1,168.67726135253906,0.01792869451738473,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-06,GOOGL,0.0,0.0,1,135.73397827148438,0.017711683588485235,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-06,MSFT,0.0,0.0,1,290.9338073730469,0.019278565285285636,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-07,AAPL,0.0,0.0,1,168.98155212402344,0.01538561754250612,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-07,GOOGL,0.0,0.0,1,135.07838439941406,0.01687712959792202,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-07,MSFT,0.0,0.0,1,292.7503356933594,0.017969430883963067,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-08,AAPL,0.0,0.0,1,166.96917724609375,0.015582022083196095,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-08,GOOGL,0.0,0.0,1,132.49290466308594,0.017441156260535176,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-08,MSFT,0.0,0.0,1,288.4761962890625,0.018212262925534718,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-11,AAPL,0.0,0.0,1,162.70880126953125,0.01677085839904127,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-11,GOOGL,0.0,0.0,1,128.0554962158203,0.019488432870894534,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-11,MSFT,0.0,0.0,1,277.10113525390625,0.02171241705684765,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-12,AAPL,0.0,0.0,1,164.5837860107422,0.018190929615567664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-12,GOOGL,0.0,0.0,1,126.95311737060547,0.01780789853075039,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-12,MSFT,0.0,0.0,1,273.9925842285156,0.020772498778240642,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-13,AAPL,0.0,0.0,1,167.27349853515625,0.016350583059140444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2022-04-13,GOOGL,0.0,0.0,1,129.11961364746094,0.016869675900068985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
